ID,Name,Nationality,Age,Overall rating,Team & Contract,Height,Weight,foot,Best position,Value,Total attacking,Total skill,Total movement,Total power,Total mentality,Total defending,Body type
230,J. Jacquet,France,19,76,Stade Rennais FC,188.0,77.0,Right,CB,15.0,253,268,304,307,287,228,Lean
231,V. Gyökeres,Sweden,27,86,Arsenal,189.0,94.0,Right,ST,73.5,395,359,398,436,379,116,Stocky
232,Rafael Leão,Portugal,26,84,AC Milan,188.0,81.0,Right,RM,49.5,395,382,432,397,304,67,Normal
233,Stephen Eustáquio,Canada,28,75,Los Angeles FC,178.0,67.0,Right,CDM,4.9,325,360,349,362,360,221,Normal
234,B. Mbeumo,Cameroon,25,85,Manchester United,171.0,75.0,Left,RW,64.5,399,395,436,399,375,131,Stocky
235,Pedro Porro,Spain,25,82,Tottenham Hotspur,173.0,69.0,Right,RWB,37.0,368,402,387,395,375,232,Normal
236,L. Majer,Croatia,27,77,VfL Wolfsburg,178.0,76.0,Left,CAM,11.0,349,398,379,366,356,182,Lean
237,A. Rrahmani,Kosovo,31,83,Napoli,192.0,75.0,Right,CB,25.0,291,294,316,358,301,249,Normal
238,T. Almada,Argentina,24,78,Atlético Madrid,171.0,63.0,Right,CAM,21.0,337,403,417,325,360,158,Normal
239,R. Gravenberch,Netherlands,23,86,Liverpool,190.0,77.0,Right,CM,84.0,376,405,384,402,379,240,Lean
240,J. Doku,Belgium,23,83,Manchester City,173.0,66.0,Right,CAM,49.5,339,379,449,366,309,95,Normal
241,F. Nmecha,Germany,24,84,Borussia Dortmund,194.0,80.0,Right,CB,54.5,374,382,400,427,380,243,Normal
242,N. Schlotterbeck,Germany,25,86,Borussia Dortmund,191.0,86.0,Left,CB,75.5,344,354,366,401,337,262,Normal
243,M. De Cuyper,Belgium,24,79,Brighton & Hove Albion,182.0,72.0,Left,CM,23.5,366,386,387,382,388,227,Lean
244,C. Summerville,Netherlands,23,78,West Ham United,169.0,64.0,Right,CAM,21.0,337,353,432,332,286,108,Lean
245,D. Núñez,Uruguay,26,78,Al Hilal,187.0,81.0,Right,ST,18.5,368,355,383,413,367,133,Lean
246,J. Frimpong,Netherlands,24,82,Liverpool,172.0,65.0,Right,RM,36.5,338,354,448,315,349,224,Normal
247,S. Ricci,Italy,23,79,AC Milan,181.0,72.0,Right,CM,25.5,310,365,387,361,346,227,Normal
248,N. Woltemade,Germany,23,80,Newcastle United,198.0,90.0,Right,ST,32.0,361,333,355,392,337,106,Lean
249,P. Hincapié,Ecuador,23,83,Arsenal,184.0,77.0,Left,CB,48.5,297,312,393,331,320,255,Normal
250,M. Cho,France,21,75,OGC Nice,181.0,66.0,Left,LM,11.5,340,332,371,342,265,65,Normal
251,L. Gourna-Douath,France,21,69,Le Havre AC,185.0,81.0,Right,CDM,3.0,284,296,350,335,313,199,Normal
252,Álex Baena,Spain,23,82,Atlético Madrid,175.0,70.0,Right,CAM,46.0,371,406,394,362,377,197,Lean
253,L. Pirola,Italy,23,77,Olympiacos FC,185.0,79.0,Left,CB,15.0,274,293,342,335,289,234,Normal
254,Y. Ayari,Sweden,21,79,Brighton & Hove Albion,172.0,69.0,Right,CM,26.0,322,373,382,347,371,230,Lean
255,M. Braunöder,Austria,23,68,SSC Bari,174.0,67.0,Right,RWB,2.4,295,338,393,310,317,195,Lean
256,M. Sangaré,Mali,23,80,RC Lens,181.0,72.0,Left,CM,42.0,330,360,394,369,363,232,Lean
257,R. Højlund,Denmark,22,78,Napoli,191.0,79.0,Left,ST,22.0,341,316,372,396,328,96,Normal
258,N. Eile,Sweden,22,68,Bristol City,195.0,83.0,Right,CB,2.5,199,242,303,276,250,192,Normal
259,Alvyn Sanches,Switzerland,22,73,BSC Young Boys,183.0,68.0,Left,LM,7.0,300,326,403,329,325,193,Lean
260,J. Bos,Australia,22,74,Feyenoord,180.0,83.0,Left,LM,9.0,319,326,407,388,320,204,Normal
261,Lee Han Beom,Korea Republic,23,71,FC Midtjylland,190.0,84.0,Right,CB,3.9,229,238,332,271,277,211,Normal
262,A. Scott,England,21,80,AFC Bournemouth,178.0,68.0,Right,CM,31.0,332,389,392,370,362,230,Lean
263,M. Baturina,Croatia,22,79,Como,172.0,68.0,Right,CAM,27.0,356,397,398,366,329,192,Normal
264,E. Bitshiabu,France,20,75,RB Leipzig,196.0,95.0,Left,CB,11.5,239,264,287,329,279,219,Stocky
265,Y. Kechta,Morocco,23,73,Le Havre AC,174.0,68.0,Left,CM,6.0,302,347,343,309,331,205,Lean
266,R. Roefs,Netherlands,22,80,Sunderland,193.0,72.0,Left,GK,27.5,60,64,193,203,86,34,Lean
267,J. Urbig,Germany,21,77,FC Bayern München,189.0,85.0,Right,GK,20.5,82,113,206,209,109,32,Normal
268,J. Bakayoko,Belgium,22,77,RB Leipzig,179.0,76.0,Left,CAM,21.5,338,356,406,357,278,86,Normal
269,Geny Catamo,Mozambique,24,78,Sporting CP,173.0,71.0,Left,CAM,19.0,339,351,425,348,322,191,Lean
270,M. Perrone,Argentina,22,76,Como,177.0,68.0,Left,CM,16.0,295,328,366,315,335,212,Lean
271,M. Backhaus,Germany,21,75,SV Werder Bremen,194.0,82.0,Right,GK,11.0,64,84,187,189,88,31,Lean
272,F. Miretti,Italy,21,75,Juventus,180.0,72.0,Right,CM,8.5,331,372,381,346,354,207,Normal
273,D. Coppola,Italy,21,74,Paris FC,192.0,78.0,Right,CB,6.0,251,271,266,313,282,225,Normal
274,K. Koulierakis,Greece,21,76,VfL Wolfsburg,185.0,78.0,Left,CB,15.5,246,294,326,372,290,227,Normal
275,Gabriel Sara,Brazil,26,80,Galatasaray SK,177.0,79.0,Left,CAM,27.5,373,411,384,389,373,195,Stocky
276,Gustavo Sá,Portugal,20,75,Famalicão,189.0,83.0,Right,CAM,12.5,350,366,372,369,367,211,Normal
277,Gabriel Silva,Brazil,23,73,Santa Clara,177.0,69.0,Right,RM,4.8,318,349,417,344,278,74,Normal
278,D. Beljo,Croatia,23,74,Dinamo Zagreb,195.0,84.0,Left,ST,6.5,326,296,281,379,274,77,Lean
279,E. Nwaneri,England,18,76,Olympique de Marseille,180.0,73.0,Left,LM,16.0,324,362,400,317,302,145,Normal
280,C. Baleba,Cameroon,21,80,Brighton & Hove Albion,183.0,77.0,Left,CDM,31.0,342,364,379,395,355,235,Normal
281,Endrick,Brazil,18,78,Olympique Lyonnais,173.0,67.0,Left,ST,30.0,344,365,420,386,305,85,Stocky
282,Joel Roca,Spain,20,73,Girona FC,176.0,72.0,Right,CAM,6.5,318,319,401,333,307,129,Lean
283,João Neves,Portugal,20,88,Paris Saint-Germain,174.0,66.0,Right,CM,135.0,394,409,405,410,400,252,Normal
284,G. Puerta,Colombia,21,71,Racing Santander,172.0,70.0,Right,CDM,4.0,296,342,357,350,328,195,Normal
285,K. Ouattara,France,20,72,AS Monaco,176.0,73.0,Left,LB,4.9,277,293,364,307,283,202,Lean
286,O. Gloukh,Israel,21,77,Ajax,171.0,68.0,Right,CAM,23.5,333,370,406,314,286,98,Normal
287,M. Diakhon,France,19,70,Club Brugge KV,180.0,75.0,Right,CAM,3.8,297,318,387,324,264,96,Lean
288,A. Vergara,Italy,22,67,Napoli,185.0,77.0,Left,LM,2.3,305,313,338,311,267,118,Normal
289,E. Kamga,Germany,17,61,1. FC Kaiserslautern,195.0,85.0,Right,GK,0.925,65,66,142,197,92,32,Lean
290,Wesley,Brazil,21,79,Roma,178.0,75.0,Right,RM,28.0,327,358,423,360,353,225,Normal
291,R. Ngumoha,England,16,72,Liverpool,170.0,68.0,Right,CAM,6.0,293,326,419,314,271,101,Normal
292,P. Reulen,Netherlands,17,60,NAC Breda,180.0,70.0,Right,ST,0.775,262,246,336,306,266,48,Lean
293,N. Fernandez,Belgium,17,61,PSV,178.0,68.0,Left,CAM,1.0,268,309,326,293,277,166,Normal
294,S. Mfuni,England,17,66,Watford,188.0,75.0,Left,CB,2.0,246,261,339,291,237,194,Lean
295,D. Mukasa,England,17,68,Leicester City,180.0,70.0,Left,CAM,3.0,309,342,345,326,307,175,Lean
296,A. Ouazane,Morocco,16,62,Ajax,184.0,75.0,Right,RM,1.2,264,330,329,289,252,124,Lean
297,J. Zinhagel,Netherlands,16,59,Feyenoord,175.0,70.0,Right,RM,0.9,255,268,346,251,203,95,Lean
298,23G. Bale,Wales,32,81,Los Angeles FC,185.0,82.0,Left,ST,20.5,414,417,378,395,348,153,Unique
299,I. Perišić,Croatia,36,81,PSV,186.0,80.0,Right,LW,8.5,404,395,370,398,377,199,Lean
300,R. Lewandowski,Poland,36,86,FC Barcelona,186.0,81.0,Right,ST,23.0,422,397,384,417,384,96,Unique
301,23Hugo Mallo,Spain,31,77,RC Celta,173.0,69.0,Right,RB,7.5,273,296,343,334,287,226,Normal
302,25L. Bacuna,Curacao,32,67,FC Groningen,180.0,77.0,Right,RB,0.7000000000000001,320,343,362,366,331,184,Normal
303,G. Hanley,Scotland,33,70,Hibernian,187.0,81.0,Right,CB,0.75,222,226,266,292,251,206,Stocky
304,24F. Brown Forbes,Costa Rica,31,68,East Bengal FC,188.0,82.0,Right,ST,1.0,298,274,337,387,301,117,Normal
305,Casemiro,Brazil,33,82,Manchester United,185.0,84.0,Right,CDM,15.0,383,373,252,387,384,247,Unique
306,H. Vanaken,Belgium,32,81,Club Brugge KV,195.0,77.0,Right,CM,20.5,414,405,278,400,373,165,Lean
307,26Yoon Bit Garam,Korea Republic,35,67,Suwon FC,178.0,75.0,Right,CM,0.4,321,351,334,342,329,169,Lean
308,M. Icardi,Argentina,32,79,Galatasaray SK,181.0,79.0,Right,ST,14.0,380,340,314,358,336,97,Unique
309,23Lee Seung Gi,Korea Republic,34,69,Jeonbuk Hyundai Motors,177.0,67.0,Right,CAM,0.65,322,350,333,320,324,146,Normal
310,18O. Vaněk,Czechia,26,70,FC Ufa,179.0,72.0,Right,RM,1.9,314,342,370,349,329,180,Normal
311,J. Stones,England,31,82,Manchester City,188.0,80.0,Right,CB,21.0,327,331,335,345,350,253,Lean
312,23Y. Ayoub,Morocco,28,67,Excelsior,174.0,70.0,Left,CM,1.0,309,333,322,304,340,201,Normal
313,25D. Ndongala,Congo DR,33,70,APOEL FC,170.0,59.0,Right,RM,1.0,308,320,410,269,256,74,Lean
314,J. Murphy,England,30,79,Newcastle United,179.0,74.0,Right,RW,17.0,331,375,391,368,347,179,Normal
315,M. Kovačić,Croatia,31,82,Manchester City,177.0,77.0,Right,CM,25.0,344,397,359,370,368,229,Normal
316,B. Mechele,Belgium,32,78,Club Brugge KV,190.0,80.0,Right,CB,9.0,268,247,285,325,266,240,Normal
317,J. Kimmich,Germany,30,89,FC Bayern München,177.0,75.0,Right,CDM,86.0,390,424,401,394,409,253,Normal
318,J. Mojica,Colombia,32,77,RCD Mallorca,185.0,66.0,Left,LB,7.5,319,367,378,360,345,220,Lean
319,Bernardo Silva,Portugal,30,83,Manchester City,173.0,65.0,Left,CM,34.5,375,407,381,348,378,213,Lean
320,L. Sané,Germany,29,81,Galatasaray SK,183.0,80.0,Left,LM,25.5,378,402,415,363,322,80,Unique
321,A. Nübel,Germany,28,80,VfB Stuttgart,193.0,86.0,Right,GK,16.5,114,155,266,264,134,50,Normal
322,Mikel Merino,Spain,29,83,Arsenal,189.0,83.0,Left,CM,35.5,386,395,316,402,397,236,Normal
323,Hwang In Beom,Korea Republic,28,76,Feyenoord,178.0,68.0,Right,CM,7.5,327,379,366,357,319,181,Lean
324,S. Berge,Norway,27,79,Fulham FC,195.0,96.0,Right,CDM,18.0,333,354,276,389,349,223,Normal
325,V. Pavlidis,Greece,26,83,SL Benfica,186.0,80.0,Right,ST,43.5,381,365,388,415,359,127,Normal
326,Renato Sanches,Portugal,27,75,Panathinaikos FC,176.0,70.0,Right,CM,6.0,342,371,369,362,374,207,Normal
327,T. Alexander-Arnold,England,26,85,Real Madrid,180.0,78.0,Right,RB,58.0,384,431,384,389,383,239,Unique
328,D. Lukébakio,Belgium,27,81,SL Benfica,187.0,77.0,Left,RW,27.5,362,389,404,380,300,84,Lean
329,L. Martínez,Argentina,27,88,Inter,174.0,72.0,Right,ST,99.0,417,386,432,424,379,140,Unique
330,Rodri,Spain,29,89,Manchester City,190.0,82.0,Right,CDM,88.0,393,410,351,429,391,257,Normal
331,F. Aursnes,Norway,29,80,SL Benfica,179.0,71.0,Right,CM,20.5,354,374,391,392,382,231,Lean
332,D. James,Wales,27,76,Leeds United,171.0,63.0,Right,RW,8.0,325,333,438,345,330,143,Lean
333,T. Hernández,France,27,84,Al Hilal,184.0,81.0,Left,LB,40.5,395,391,417,417,390,236,Unique
334,G. Kobel,Switzerland,27,86,Borussia Dortmund,195.0,88.0,Right,GK,66.5,85,116,240,242,119,45,Normal
335,I. Sangaré,Côte d'Ivoire,27,78,Nottingham Forest,191.0,77.0,Right,CDM,14.5,335,355,305,380,360,235,Lean
336,J. Mateta,France,28,82,Crystal Palace,192.0,88.0,Right,ST,31.0,379,354,341,408,367,104,Stocky
337,Douglas Luiz,Brazil,27,79,Aston Villa,175.0,66.0,Right,CM,16.5,371,402,364,371,392,226,Normal
338,D. Raum,Germany,27,83,RB Leipzig,181.0,83.0,Left,LB,35.0,346,405,406,379,355,234,Normal
339,B. Kamara,France,25,84,Aston Villa,184.0,68.0,Right,CDM,47.5,300,357,348,368,369,252,Lean
340,P. Foden,England,25,85,Manchester City,171.0,70.0,Left,CAM,71.5,350,421,428,353,353,166,Unique
341,J. Strand Larsen,Norway,25,77,Crystal Palace,194.0,79.0,Right,ST,14.0,348,312,341,405,317,79,Lean
342,N. Gonzalez,Argentina,27,79,Atlético Madrid,180.0,72.0,Left,LM,18.5,381,353,404,365,359,155,Lean
343,Pedro Gonçalves,Portugal,27,82,Sporting CP,173.0,78.0,Right,LM,32.5,386,408,394,373,382,176,Normal
344,S. Tonali,Italy,25,85,Newcastle United,181.0,79.0,Right,CDM,60.5,379,401,395,417,387,244,Unique
345,B. Touré,Côte d'Ivoire,19,77,TSG,175.0,68.0,Left,LM,23.0,319,329,424,307,242,83,Lean
346,J. Acheampong,England,19,74,Chelsea,190.0,85.0,Right,CB,8.5,294,312,352,342,316,222,Lean
347,M. Noonan,Republic of Ireland,16,62,Shamrock Rovers,185.0,75.0,Left,ST,1.1,269,251,342,317,250,59,Lean
348,Martim Fernandes,Portugal,19,76,FC Porto,181.0,73.0,Right,RB,15.5,300,327,382,345,334,221,Normal
349,J. Lerma,Ecuador,17,64,Independiente del Valle,176.0,62.0,Right,CAM,1.8,282,306,353,317,298,162,Lean
350,C. Kostoulas,Greece,18,73,Brighton & Hove Albion,185.0,75.0,Right,ST,7.0,329,314,385,366,310,114,Lean
351,D. Methalie,France,19,72,Toulouse FC,186.0,70.0,Left,LWB,4.8,262,287,373,323,299,201,Normal
352,A. Vasović,Switzerland,17,58,FC Luzern,186.0,76.0,Right,ST,0.5,259,215,286,284,222,42,Normal
353,M. Alleyne,England,19,68,Manchester City,185.0,80.0,Right,CB,2.7,233,251,340,283,259,200,Normal
354,R. Nijstad,Netherlands,17,65,FC Twente,193.0,75.0,Left,CB,1.7,243,279,337,310,232,188,Lean
355,M. Cissé,Senegal,19,68,LASK Linz,191.0,80.0,Right,CB,2.7,245,233,321,288,260,207,Normal
356,K. Coulibaly,Germany,18,71,SV Werder Bremen,191.0,83.0,Left,CB,4.1,248,238,322,270,238,225,Normal
357,R. Vítek,Czechia,21,73,Bristol City,198.0,90.0,Right,GK,5.5,84,104,229,219,118,43,Lean
358,E. Bajraktarević,Bosnia and Herzegovina,20,72,PSV,175.0,64.0,Left,CAM,5.5,278,351,382,313,291,128,Normal
359,M. Biereth,Denmark,22,77,AS Monaco,187.0,78.0,Right,ST,21.5,361,315,358,385,314,80,Normal
360,D. Luna,United States,21,72,Real Salt Lake,173.0,84.0,Right,CAM,4.8,306,330,393,345,292,116,Stocky
361,M. Penders,Belgium,19,77,RC Strasbourg Alsace,200.0,95.0,Left,GK,19.5,111,182,173,230,116,33,Normal
362,E. Mayenda,Spain,20,72,Sunderland,180.0,75.0,Left,ST,5.0,334,305,379,355,287,86,Normal
363,K. Etta Eyong,Cameroon,21,75,Levante UD,181.0,75.0,Right,ST,12.5,342,305,370,387,318,116,Normal
364,Y. Asprilla,Colombia,21,74,Galatasaray SK,176.0,71.0,Left,CAM,7.0,321,362,380,350,300,152,Lean
365,Á. Csongvai,Hungary,24,69,AIK,186.0,72.0,Right,CDM,2.1,309,328,300,340,334,199,Normal
366,K. Rodríguez,Ecuador,25,71,Union Saint-Gilloise,190.0,83.0,Right,ST,2.5,319,297,372,370,272,69,Normal
367,E. Ben Seghir,Morocco,20,75,Bayer 04 Leverkusen,178.0,72.0,Right,CAM,12.5,339,355,387,348,289,81,Lean
368,A. Atta,France,22,74,Udinese,189.0,77.0,Right,CAM,9.5,320,349,358,373,337,192,Lean
369,C. Mawissa,France,20,75,AS Monaco,184.0,77.0,Left,CB,11.5,253,257,345,295,279,224,Normal
370,L. Bergvall,Sweden,19,78,Tottenham Hotspur,187.0,74.0,Right,CM,30.0,321,376,373,360,360,217,Normal
371,M. Mendoza,Argentina,20,70,Godoy Cruz,181.0,73.0,Right,CB,3.3,247,240,327,314,265,212,Lean
372,R. Durosinmi,Nigeria,22,75,Pisa,192.0,85.0,Right,ST,9.0,341,317,359,381,305,56,Normal
373,F. Bouebari,France,21,62,Rot-Weiss Essen,187.0,80.0,Left,CB,0.85,232,218,307,270,238,189,Normal
374,H. Amass,England,18,69,Norwich City,181.0,75.0,Left,LB,3.1,270,288,369,289,289,194,Lean
375,L. Miley,England,19,76,Newcastle United,193.0,80.0,Right,CM,16.0,344,363,349,360,326,224,Lean
376,26Lee Taek Keun,Korea Republic,23,58,Suwon FC,176.0,67.0,Right,LB,0.4,187,196,343,230,215,169,Normal
377,I. Osman,Ghana,20,72,Birmingham City,178.0,63.0,Right,RM,5.5,308,334,408,313,269,70,Lean
378,R. Labeau Lascary,France,22,73,Stade Brestois 29,184.0,72.0,Right,ST,6.0,345,315,342,353,278,71,Normal
379,C. Bonsu Baah,Ghana,20,73,Al Qadsiah FC,172.0,73.0,Left,LM,6.5,289,327,426,342,272,105,Normal
380,C. Talbi,Morocco,20,76,Sunderland,175.0,64.0,Right,RM,16.5,308,336,424,331,292,130,Lean
381,D. Guðjohnsen,Iceland,19,65,Malmö FF,190.0,78.0,Right,ST,1.7,281,276,322,336,251,40,Lean
382,Otávio,Brazil,23,74,Paris FC,187.0,83.0,Left,CB,6.0,224,272,321,364,279,216,Normal
383,Igor Thiago,Brazil,24,81,Brentford,191.0,88.0,Right,ST,37.5,371,317,359,403,361,114,Normal
384,N. Remberg,Germany,25,73,Hamburger SV,187.0,88.0,Right,CDM,4.0,299,300,337,402,331,224,Normal
385,E. Banzuzi,Netherlands,20,73,RB Leipzig,191.0,80.0,Right,CM,7.5,322,321,314,364,323,195,Lean
386,T. Barry,France,22,76,Everton,195.0,82.0,Right,ST,17.0,353,316,373,378,291,62,Lean
387,R. Belghali,Algeria,23,70,Hellas Verona FC,186.0,73.0,Right,RM,2.1,322,324,365,328,315,203,Lean
388,C. Echeverri,Argentina,19,73,Girona FC,170.0,65.0,Right,CAM,7.0,312,371,427,298,283,113,Normal
389,A. Khusanov,Uzbekistan,21,80,Manchester City,186.0,84.0,Right,CB,31.0,265,286,380,325,310,240,Normal
390,P. Dorgu,Denmark,20,77,Manchester United,185.0,70.0,Left,LM,21.0,352,337,396,377,330,216,Normal
391,S. Chérif,France,18,72,Fenerbahçe SK,188.0,84.0,Right,ST,5.0,328,306,365,379,288,95,Normal
392,A. Rrahmani,Kosovo,24,75,Sparta Praha,188.0,75.0,Right,ST,8.5,345,329,349,373,306,78,Lean
393,Nico Paz,Argentina,20,82,Como,186.0,81.0,Left,CAM,60.5,343,396,375,365,322,157,Lean
394,M. Kayode,Italy,20,80,Brentford,179.0,70.0,Right,RWB,29.0,305,323,394,334,337,235,Normal
395,C. Favasuli,Italy,21,67,Catanzaro,178.0,64.0,Right,CAM,2.3,297,314,341,298,314,193,Normal
396,Pau Cubarsí,Spain,18,83,FC Barcelona,183.0,79.0,Right,CB,48.0,282,300,365,330,333,251,Lean
397,E. Mbappé,France,18,72,Lille OSC,180.0,70.0,Left,CAM,4.9,308,332,362,307,305,179,Lean
398,E. Baum,Germany,19,72,Eintracht Frankfurt,180.0,77.0,Right,RWB,5.5,275,288,361,350,269,203,Normal
399,Yarek,Spain,20,76,PSV,192.0,75.0,Left,CB,15.5,295,290,340,335,310,230,Lean
400,F. Jeltsch,Germany,18,74,VfB Stuttgart,187.0,86.0,Right,CB,9.0,246,271,334,306,291,227,Normal
401,J. Addai,Netherlands,19,70,Como,177.0,74.0,Left,LM,3.8,302,321,390,322,257,99,Normal
402,M. Gogorza,Denmark,18,69,FC Midtjylland,186.0,74.0,Right,CAM,3.2,306,320,353,321,274,104,Normal
403,M. Ens,Germany,23,66,SC Verl,187.0,80.0,Right,CB,1.2,239,252,310,297,267,197,Lean
404,E. Guessand,Côte d'Ivoire,24,78,Crystal Palace,188.0,79.0,Right,ST,21.0,377,350,378,401,295,91,Normal
405,B. Verbruggen,Netherlands,22,80,Brighton & Hove Albion,193.0,89.0,Right,GK,27.5,79,99,285,243,104,43,Lean
406,A. Norén,Sweden,26,72,Mjällby AIF,184.0,80.0,Right,CB,2.7,214,228,312,296,253,213,Lean
407,Yan Couto,Brazil,23,77,Borussia Dortmund,168.0,60.0,Right,RM,14.0,326,365,403,301,345,223,Lean
408,N. Jackson,Senegal,24,79,FC Bayern München,187.0,82.0,Right,ST,24.5,372,344,386,396,328,100,Lean
409,F. Rieder,Switzerland,23,74,FC Augsburg,179.0,74.0,Left,CAM,8.5,279,372,376,338,323,157,Lean
410,T. Leoni,Belgium,25,72,Stade de Reims,174.0,70.0,Left,CAM,3.0,331,346,348,340,330,208,Lean
411,D. Udogie,Italy,22,79,Tottenham Hotspur,186.0,73.0,Left,LWB,24.0,345,337,396,370,356,226,Normal
412,Mingueza,Spain,26,80,RC Celta,184.0,75.0,Right,RB,22.5,358,389,377,385,364,227,Lean
413,E. Elmalı,Türkiye,24,75,Galatasaray SK,181.0,76.0,Left,LWB,8.0,307,335,385,367,329,209,Normal
414,J. Aramburu,Venezuela,22,77,Real Sociedad,176.0,71.0,Right,RWB,16.0,309,335,371,329,359,227,Normal
415,G. Sudakov,Ukraine,22,79,SL Benfica,177.0,68.0,Right,CAM,35.5,366,388,396,385,361,176,Normal
416,G. Olzer,Italy,24,65,Pescara,188.0,78.0,Left,CAM,0.975,298,311,340,324,267,109,Lean
417,B. Šeško,Slovenia,22,80,Manchester United,195.0,86.0,Right,ST,43.0,368,342,389,421,322,122,Lean
418,B. Norton-Cuffy,England,21,74,Genoa,181.0,70.0,Right,RWB,6.5,291,312,388,304,314,207,Lean
419,B. Dieng,Senegal,25,74,FC Lorient,178.0,72.0,Right,ST,5.5,349,299,371,360,285,82,Normal
420,A. Scott,England,21,80,AFC Bournemouth,178.0,68.0,Right,CM,31.0,332,389,392,370,362,230,Lean
421,Dário Essugo,Portugal,20,75,Chelsea,180.0,83.0,Right,CB,11.5,272,309,381,376,350,225,Normal
422,N. Ngoy,Belgium,22,75,Lille OSC,183.0,74.0,Right,CB,12.0,283,265,359,343,288,224,Normal
423,H. Haraldsson,Iceland,22,78,Lille OSC,178.0,71.0,Right,CAM,21.5,327,371,398,337,356,174,Lean
424,N. Zalewski,Poland,23,77,Atalanta,175.0,68.0,Right,RM,13.5,327,375,393,323,349,196,Normal
425,T. Livramento,England,22,80,Newcastle United,182.0,71.0,Right,RWB,31.5,302,351,397,332,333,235,Normal
426,C. Lukeba,France,22,81,RB Leipzig,183.0,84.0,Left,CB,37.5,303,305,362,324,317,245,Normal
427,A. Ba,France,21,65,Sunderland,174.0,70.0,Right,CAM,1.0,278,310,358,314,293,167,Lean
428,N. El Aynaoui,Morocco,23,76,Roma,185.0,77.0,Right,CM,11.5,333,351,320,368,366,212,Normal
429,A. Segečić,Australia,21,68,Portsmouth,173.0,68.0,Left,CAM,2.7,287,320,402,312,283,110,Lean
430,R. Ríos,Colombia,25,78,SL Benfica,187.0,77.0,Right,CM,19.5,357,383,408,406,352,220,Normal
431,Y. Engelhardt,Germany,24,73,Borussia Mönchengladbach,184.0,74.0,Right,CDM,3.8,278,279,330,334,319,222,Lean
432,T. Ernst,Germany,22,71,Hertha BSC,193.0,87.0,Right,GK,3.6,61,94,186,187,93,32,Normal
433,A. Brown,England,23,73,Fenerbahçe SK,190.0,86.0,Left,LM,4.5,299,332,369,374,300,199,Normal
434,J. Trafford,England,22,77,Manchester City,192.0,83.0,Right,GK,18.5,105,144,284,225,138,56,Lean
435,O. Pohlmann,Germany,24,71,Rio Ave FC,183.0,73.0,Right,CAM,2.8,317,355,365,359,321,166,Normal
436,O. Vargas,Mexico,19,72,Atlético Madrid,175.0,68.0,Right,CM,4.8,274,313,379,303,333,200,Lean
437,M. Al Juwair,Saudi Arabia,22,76,Al Qadsiah FC,178.0,70.0,Right,CM,15.0,313,384,353,336,344,177,Lean
438,O. Mosquera,Panama,30,70,Al Fayha,191.0,91.0,Right,GK,1.1,64,54,191,206,94,26,Normal
439,O. Aydın,Türkiye,24,74,Fenerbahçe SK,183.0,76.0,Right,RM,6.0,327,340,396,351,325,173,Lean
440,J. Rak-Sakyi,England,22,72,Stoke City,178.0,73.0,Left,CAM,3.8,307,333,387,307,255,65,Lean
441,A. Devine,England,20,73,Preston North End,182.0,75.0,Right,CAM,6.5,328,349,384,341,319,164,Lean
442,I. Koné,Canada,23,75,Sassuolo,188.0,76.0,Right,CAM,8.0,296,360,353,365,324,203,Lean
443,C. Bradley,Northern Ireland,21,79,Liverpool,181.0,75.0,Right,RWB,25.0,334,311,380,350,343,230,Lean
444,C. Zafeiris,Greece,22,76,PAOK,173.0,75.0,Right,CAM,15.0,337,374,402,383,352,205,Stocky
445,J. McAtee,England,22,73,Nottingham Forest,180.0,72.0,Left,CAM,7.0,308,342,365,325,277,129,Lean
446,T. Small,England,20,70,Preston North End,183.0,68.0,Left,LM,3.3,306,317,395,368,310,188,Normal
447,A. Phillips,England,20,71,Stoke City,192.0,84.0,Right,CB,3.8,252,251,328,321,264,212,Normal
448,L. Tchaouna,France,21,72,Burnley,180.0,67.0,Left,LM,3.8,332,337,372,366,287,106,Normal
449,26F. Afena-Gyan,Ghana,22,70,Cremonese,175.0,62.0,Right,ST,2.5,329,326,396,343,275,106,Normal
450,J. Bakayoko,Belgium,22,77,RB Leipzig,179.0,76.0,Left,CAM,21.5,338,356,406,357,278,86,Normal
451,I. Akhomach,Morocco,21,75,Rayo Vallecano,175.0,70.0,Left,CAM,12.5,319,357,381,325,303,100,Lean
452,J. Kiwior,Poland,25,80,FC Porto,189.0,75.0,Left,CDM,28.0,287,321,327,326,320,246,Lean
453,L. Koleosho,Italy,20,72,Paris FC,175.0,68.0,Right,RM,4.6,300,316,408,297,281,85,Lean
454,J. Suzuki,Japan,21,70,FC København,180.0,76.0,Right,CB,3.4,287,293,360,337,301,207,Normal
455,M. Adeline,France,21,68,ESTAC Troyes,180.0,63.0,Right,CAM,2.7,293,311,332,314,313,177,Lean
456,Javi Guerra,Spain,22,76,Valencia CF,187.0,77.0,Right,CAM,17.0,339,363,370,380,364,220,Lean
457,Hwang Jae Won,Korea Republic,22,70,Daegu FC,180.0,73.0,Right,RWB,3.4,272,332,377,372,298,195,Normal
458,M. Meerdink,Netherlands,21,73,AZ Alkmaar,183.0,68.0,Left,ST,7.0,328,312,361,386,312,83,Normal
459,M. Tel,France,20,77,Tottenham Hotspur,183.0,77.0,Right,ST,23.5,360,346,397,379,295,81,Normal
