ID,Name,Nationality,Team & Contract,foot,Best position,Body type,Age,Overall rating,Height,Weight,Value,Total attacking,Total skill,Total movement,Total power,Total mentality,Total defending
159,A. Garnacho,Na_Argentina,Tc_Chelsea,F_Right,Bp_CAM,Bt_Lean,a2,o5,h2,w2,v5,ta5,ts5,tm5,tp4,tme5,td2
160,H. Larsson,Na_Sweden,Tc_Eintracht Frankfurt,F_Right,Bp_CAM,Bt_Lean,a2,o5,h4,w4,v5,ta5,ts5,tm5,tp5,tme5,td5
161,Diego Moreira,Na_Belgium,Tc_RC Strasbourg Alsace,F_Left,Bp_LM,Bt_Normal,a2,o5,h2,w3,v5,ta5,ts5,tm5,tp5,tme5,td5
162,V. Bak,Na_Denmark,Tc_FC Midtjylland,F_Left,Bp_LB,Bt_Normal,a2,o5,h2,w2,v5,ta5,ts4,tm4,tp5,tme4,td5
163,Gabriel Sara,Na_Brazil,Tc_Galatasaray SK,F_Left,Bp_CAM,Bt_Stocky,a5,o5,h2,w4,v5,ta5,ts5,tm5,tp5,tme5,td5
164,J. Hato,Na_Netherlands,Tc_Chelsea,F_Left,Bp_LB,Bt_Normal,a1,o5,h3,w4,v5,ta4,ts5,tm5,tp4,tme5,td5
165,João Gomes,Na_Brazil,Tc_Wolverhampton Wanderers,F_Right,Bp_CDM,Bt_Normal,a4,o5,h2,w3,v5,ta5,ts5,tm4,tp5,tme5,td5
166,K. Sabbe,Na_Belgium,Tc_Club Brugge KV,F_Right,Bp_RWB,Bt_Normal,a2,o5,h1,w1,v5,ta5,ts5,tm5,tp5,tme5,td5
167,M. Fernandez-Pardo,Na_Spain,Tc_Lille OSC,F_Right,Bp_RM,Bt_Normal,a2,o5,h3,w3,v5,ta5,ts5,tm5,tp5,tme5,td2
168,N. Mendy,Na_Senegal,Tc_Rayo Vallecano,F_Left,Bp_CB,Bt_Normal,a2,o5,h4,w5,v5,ta4,ts3,tm4,tp5,tme5,td5
169,Wang Yudong,Na_China PR,Tc_Zhejiang FC,F_Right,Bp_RM,Bt_Lean,a1,o3,h3,w1,v4,ta3,ts3,tm5,tp4,tme2,td2
170,A. Stanković,Na_Serbia,Tc_Club Brugge KV,F_Right,Bp_CM,Bt_Normal,a1,o5,h4,w4,v5,ta5,ts5,tm3,tp5,tme5,td5
171,M. Palestra,Na_Italy,Tc_Cagliari,F_Right,Bp_RM,Bt_Lean,a2,o5,h4,w4,v5,ta5,ts5,tm5,tp5,tme5,td5
172,A. Khalaili,Na_Israel,Tc_Union Saint-Gilloise,F_Right,Bp_RM,Bt_Normal,a2,o5,h3,w4,v5,ta5,ts5,tm5,tp5,tme5,td5
173,A. Tóth,Na_Hungary,Tc_AFC Bournemouth,F_Right,Bp_CAM,Bt_Lean,a1,o5,h3,w2,v5,ta5,ts5,tm4,tp5,tme5,td5
174,M. Ponomarenko,Na_Ukraine,Tc_Dynamo Kyiv,F_Right,Bp_ST,Bt_Normal,a1,o4,h4,w5,v4,ta4,ts3,tm3,tp5,tme4,td1
175,J. Seys,Na_Belgium,Tc_Club Brugge KV,F_Left,Bp_LB,Bt_Lean,a2,o5,h2,w1,v5,ta5,ts4,tm5,tp4,tme5,td5
176,K. Alajbegović,Na_Bosnia and Herzegovina,Tc_FC Red Bull Salzburg,F_Right,Bp_CAM,Bt_Lean,a1,o4,h4,w3,v5,ta5,ts5,tm4,tp4,tme4,td2
177,Vitor Reis,Na_Brazil,Tc_Girona FC,F_Right,Bp_CB,Bt_Lean,a1,o5,h4,w4,v5,ta3,ts4,tm4,tp4,tme4,td5
178,W. Mike,Na_Germany,Tc_FC Bayern München,F_Left,Bp_CAM,Bt_Normal,a1,o2,h1,w1,v3,ta4,ts4,tm4,tp2,tme2,td2
179,L. Karl,Na_Germany,Tc_FC Bayern München,F_Left,Bp_CAM,Bt_Lean,a1,o5,h1,w1,v5,ta5,ts5,tm5,tp3,tme4,td2
180,R. Ngumoha,Na_England,Tc_Liverpool,F_Right,Bp_CAM,Bt_Normal,a1,o5,h1,w1,v5,ta4,ts5,tm5,tp4,tme4,td2
181,W. Mohya,Na_Germany,Tc_Borussia Mönchengladbach,F_Right,Bp_CAM,Bt_Lean,a1,o5,h2,w1,v5,ta4,ts4,tm4,tp2,tme3,td2
182,Dro Fernández,Na_Spain,Tc_Paris Saint-Germain,F_Right,Bp_CAM,Bt_Lean,a1,o5,h3,w1,v5,ta3,ts5,tm4,tp3,tme5,td3
183,T. Courtois,Na_Belgium,Tc_Real Madrid,F_Left,Bp_GK,Bt_Unique,a5,o5,h5,w5,v5,ta1,ts1,tm2,tp2,tme1,td1
184,26J. Guidetti,Na_Sweden,Tc_AIK,F_Right,Bp_ST,Bt_Stocky,a5,o3,h4,w4,v2,ta5,ts4,tm1,tp5,tme5,td2
185,M. Bizot,Na_Netherlands,Tc_Aston Villa,F_Right,Bp_GK,Bt_Normal,a5,o5,h5,w5,v5,ta1,ts1,tm1,tp1,tme1,td1
186,26K. Volland,Na_Germany,Tc_TSV,F_Left,Bp_CAM,Bt_Stocky,a5,o4,h2,w5,v4,ta5,ts5,tm4,tp5,tme5,td3
187,G. Ramírez,Na_Uruguay,Tc_Boston River,F_Left,Bp_CAM,Bt_Lean,a5,o4,h3,w4,v2,ta5,ts5,tm3,tp4,tme5,td3
188,V. van Dijk,Na_Netherlands,Tc_Liverpool,F_Right,Bp_CB,Bt_Unique,a5,o5,h5,w5,v5,ta5,ts5,tm4,tp5,tme5,td5
189,25L. Andersen,Na_Denmark,Tc_Queens Park Rangers,F_Right,Bp_CAM,Bt_Lean,a5,o4,h4,w3,v4,ta5,ts5,tm4,tp4,tme4,td2
190,25S. Khelifi,Na_Tunisia,Tc_Academia Puerto Cabello,F_Right,Bp_LM,Bt_Lean,a5,o3,h1,w1,v2,ta3,ts4,tm5,tp2,tme4,td4
191,L. Trossard,Na_Belgium,Tc_Arsenal,F_Right,Bp_LW,Bt_Normal,a5,o5,h1,w1,v5,ta5,ts5,tm5,tp5,tme5,td2
192,E. Can,Na_Germany,Tc_Borussia Dortmund,F_Right,Bp_CB,Bt_Stocky,a5,o5,h4,w5,v5,ta5,ts5,tm4,tp5,tme5,td5
193,25A. Al Mayoof,Na_Saudi Arabia,Tc_Al Shabab,F_Right,Bp_GK,Bt_Stocky,a5,o4,h5,w5,v1,ta1,ts1,tm1,tp1,tme1,td1
194,R. De Paul,Na_Argentina,Tc_Inter Miami,F_Right,Bp_CM,Bt_Normal,a5,o5,h2,w2,v5,ta5,ts5,tm5,tp5,tme5,td5
195,D. Sánchez,Na_Colombia,Tc_Galatasaray SK,F_Right,Bp_CB,Bt_Unique,a5,o5,h4,w5,v5,ta5,ts4,tm5,tp5,tme5,td5
196,M. Mittelstädt,Na_Germany,Tc_VfB Stuttgart,F_Left,Bp_LB,Bt_Normal,a5,o5,h2,w2,v5,ta5,ts5,tm5,tp5,tme5,td5
197,Brahim,Na_Morocco,Tc_Real Madrid,F_Right,Bp_CAM,Bt_Normal,a4,o5,h1,w1,v5,ta5,ts5,tm5,tp5,tme5,td2
198,V. Osimhen,Na_Nigeria,Tc_Galatasaray SK,F_Right,Bp_ST,Bt_Normal,a5,o5,h4,w4,v5,ta5,ts5,tm5,tp5,tme5,td3
199,C. Romero,Na_Argentina,Tc_Tottenham Hotspur,F_Right,Bp_CB,Bt_Normal,a5,o5,h4,w4,v5,ta5,ts4,tm4,tp5,tme5,td5
200,N. Molina,Na_Argentina,Tc_Atlético Madrid,F_Right,Bp_RB,Bt_Lean,a5,o5,h1,w2,v5,ta5,ts5,tm5,tp5,tme5,td5
201,A. Isak,Na_Sweden,Tc_Liverpool,F_Right,Bp_ST,Bt_Lean,a4,o5,h5,w4,v5,ta5,ts5,tm5,tp5,tme5,td2
202,D. Rice,Na_England,Tc_Arsenal,F_Right,Bp_CDM,Bt_Normal,a5,o5,h4,w4,v5,ta5,ts5,tm5,tp5,tme5,td5
203,M. Sarr,Na_France,Tc_RC Lens,F_Left,Bp_CB,Bt_Normal,a5,o5,h3,w5,v5,ta5,ts5,tm3,tp4,tme5,td5
204,E. Eze,Na_England,Tc_Arsenal,F_Right,Bp_CAM,Bt_Normal,a5,o5,h2,w1,v5,ta5,ts5,tm5,tp5,tme5,td4
205,D. Szoboszlai,Na_Hungary,Tc_Liverpool,F_Right,Bp_CAM,Bt_Normal,a4,o5,h4,w3,v5,ta5,ts5,tm5,tp5,tme5,td5
206,N. Lang,Na_Netherlands,Tc_Galatasaray SK,F_Right,Bp_CAM,Bt_Lean,a5,o5,h2,w1,v5,ta5,ts5,tm5,tp5,tme5,td3
207,A. Dovbyk,Na_Ukraine,Tc_Roma,F_Left,Bp_ST,Bt_Normal,a5,o5,h5,w4,v5,ta5,ts5,tm5,tp5,tme5,td2
208,M. Frendrup,Na_Denmark,Tc_Genoa,F_Right,Bp_CM,Bt_Normal,a4,o5,h2,w2,v5,ta4,ts5,tm5,tp5,tme5,td5
209,N. Williams,Na_Wales,Tc_Nottingham Forest,F_Right,Bp_LB,Bt_Lean,a4,o5,h3,w2,v5,ta5,ts5,tm5,tp4,tme5,td5
210,Jovane Cabral,Na_Cabo Verde,Tc_Estrela da Amadora,F_Right,Bp_LW,Bt_Stocky,a5,o5,h1,w5,v4,ta5,ts5,tm5,tp5,tme5,td2
211,Trincão,Na_Portugal,Tc_Sporting CP,F_Left,Bp_CAM,Bt_Lean,a4,o5,h4,w3,v5,ta5,ts5,tm5,tp5,tme5,td2
212,E. Le Fée,Na_France,Tc_Sunderland,F_Right,Bp_CM,Bt_Lean,a4,o5,h1,w1,v5,ta5,ts5,tm5,tp4,tme5,td5
213,D. Kulusevski,Na_Sweden,Tc_Tottenham Hotspur,F_Left,Bp_CAM,Bt_Normal,a4,o5,h4,w4,v5,ta5,ts5,tm5,tp5,tme5,td4
214,A. Stiller,Na_Germany,Tc_VfB Stuttgart,F_Left,Bp_CM,Bt_Normal,a4,o5,h3,w4,v5,ta5,ts5,tm5,tp5,tme5,td5
215,S. Dest,Na_United States,Tc_PSV,F_Right,Bp_RM,Bt_Normal,a4,o5,h1,w1,v5,ta5,ts5,tm5,tp5,tme5,td5
216,C. Summerville,Na_Netherlands,Tc_West Ham United,F_Right,Bp_CAM,Bt_Lean,a4,o5,h1,w1,v5,ta5,ts5,tm5,tp5,tme4,td2
217,Z. Debast,Na_Belgium,Tc_Sporting CP,F_Right,Bp_CDM,Bt_Lean,a2,o5,h5,w4,v5,ta5,ts5,tm3,tp5,tme5,td5
218,M. Diakhon,Na_France,Tc_Club Brugge KV,F_Right,Bp_CAM,Bt_Lean,a1,o5,h2,w3,v5,ta5,ts5,tm5,tp4,tme4,td2
219,A. Vergara,Na_Italy,Tc_Napoli,F_Left,Bp_LM,Bt_Normal,a3,o4,h4,w4,v5,ta5,ts5,tm4,tp4,tme4,td2
220,Franculino,Na_Guinea-Bissau,Tc_FC Midtjylland,F_Left,Bp_ST,Bt_Normal,a2,o5,h4,w2,v5,ta5,ts5,tm5,tp5,tme4,td2
221,Carlos Forbs,Na_Portugal,Tc_Club Brugge KV,F_Left,Bp_LM,Bt_Lean,a2,o5,h1,w1,v5,ta5,ts5,tm5,tp5,tme5,td2
222,C. Harder,Na_Denmark,Tc_RB Leipzig,F_Left,Bp_ST,Bt_Normal,a2,o5,h4,w2,v5,ta5,ts5,tm5,tp5,tme5,td2
223,E. Kroupi,Na_France,Tc_AFC Bournemouth,F_Right,Bp_ST,Bt_Normal,a1,o5,h2,w2,v5,ta5,ts5,tm5,tp5,tme5,td3
224,K. Yıldız,Na_Türkiye,Tc_Juventus,F_Right,Bp_CAM,Bt_Normal,a2,o5,h4,w3,v5,ta5,ts5,tm5,tp5,tme5,td3
225,D. Osorio,Na_Chile,Tc_FC Midtjylland,F_Left,Bp_LM,Bt_Normal,a2,o5,h4,w1,v5,ta5,ts5,tm5,tp5,tme5,td3
226,Murillo,Na_Brazil,Tc_Nottingham Forest,F_Left,Bp_CB,Bt_Stocky,a3,o5,h2,w3,v5,ta4,ts5,tm5,tp5,tme5,td5
227,A. Stanković,Na_Serbia,Tc_Club Brugge KV,F_Right,Bp_CM,Bt_Normal,a1,o5,h4,w4,v5,ta5,ts5,tm3,tp5,tme5,td5
228,Gonzalo,Na_Spain,Tc_Real Madrid,F_Right,Bp_ST,Bt_Normal,a2,o5,h3,w5,v5,ta5,ts5,tm4,tp5,tme5,td3
229,Pau Navarro,Na_Spain,Tc_Villarreal CF,F_Right,Bp_CB,Bt_Normal,a2,o5,h4,w2,v5,ta4,ts3,tm3,tp4,tme4,td5
230,J. Jacquet,Na_France,Tc_Stade Rennais FC,F_Right,Bp_CB,Bt_Lean,a1,o5,h4,w4,v5,ta3,ts3,tm2,tp4,tme4,td5
231,V. Gyökeres,Na_Sweden,Tc_Arsenal,F_Right,Bp_ST,Bt_Stocky,a5,o5,h5,w5,v5,ta5,ts5,tm5,tp5,tme5,td2
232,Rafael Leão,Na_Portugal,Tc_AC Milan,F_Right,Bp_RM,Bt_Normal,a5,o5,h4,w5,v5,ta5,ts5,tm5,tp5,tme5,td1
233,Stephen Eustáquio,Na_Canada,Tc_Los Angeles FC,F_Right,Bp_CDM,Bt_Normal,a5,o5,h2,w1,v5,ta5,ts5,tm4,tp5,tme5,td5
234,B. Mbeumo,Na_Cameroon,Tc_Manchester United,F_Left,Bp_RW,Bt_Stocky,a4,o5,h1,w3,v5,ta5,ts5,tm5,tp5,tme5,td3
235,Pedro Porro,Na_Spain,Tc_Tottenham Hotspur,F_Right,Bp_RWB,Bt_Normal,a4,o5,h1,w1,v5,ta5,ts5,tm5,tp5,tme5,td5
236,L. Majer,Na_Croatia,Tc_VfL Wolfsburg,F_Left,Bp_CAM,Bt_Lean,a5,o5,h2,w4,v5,ta5,ts5,tm5,tp5,tme5,td4
237,A. Rrahmani,Na_Kosovo,Tc_Napoli,F_Right,Bp_CB,Bt_Normal,a5,o5,h5,w3,v5,ta4,ts4,tm3,tp5,tme5,td5
238,T. Almada,Na_Argentina,Tc_Atlético Madrid,F_Right,Bp_CAM,Bt_Normal,a4,o5,h1,w1,v5,ta5,ts5,tm5,tp4,tme5,td3
239,R. Gravenberch,Na_Netherlands,Tc_Liverpool,F_Right,Bp_CM,Bt_Lean,a4,o5,h5,w4,v5,ta5,ts5,tm5,tp5,tme5,td5
240,J. Doku,Na_Belgium,Tc_Manchester City,F_Right,Bp_CAM,Bt_Normal,a4,o5,h1,w1,v5,ta5,ts5,tm5,tp5,tme5,td2
241,F. Nmecha,Na_Germany,Tc_Borussia Dortmund,F_Right,Bp_CB,Bt_Normal,a4,o5,h5,w4,v5,ta5,ts5,tm5,tp5,tme5,td5
242,N. Schlotterbeck,Na_Germany,Tc_Borussia Dortmund,F_Left,Bp_CB,Bt_Normal,a4,o5,h5,w5,v5,ta5,ts5,tm5,tp5,tme5,td5
243,M. De Cuyper,Na_Belgium,Tc_Brighton & Hove Albion,F_Left,Bp_CM,Bt_Lean,a4,o5,h3,w2,v5,ta5,ts5,tm5,tp5,tme5,td5
244,C. Summerville,Na_Netherlands,Tc_West Ham United,F_Right,Bp_CAM,Bt_Lean,a4,o5,h1,w1,v5,ta5,ts5,tm5,tp5,tme4,td2
245,D. Núñez,Na_Uruguay,Tc_Al Hilal,F_Right,Bp_ST,Bt_Lean,a5,o5,h4,w5,v5,ta5,ts5,tm5,tp5,tme5,td3
246,J. Frimpong,Na_Netherlands,Tc_Liverpool,F_Right,Bp_RM,Bt_Normal,a4,o5,h1,w1,v5,ta5,ts5,tm5,tp4,tme5,td5
247,S. Ricci,Na_Italy,Tc_AC Milan,F_Right,Bp_CM,Bt_Normal,a4,o5,h3,w2,v5,ta5,ts5,tm5,tp5,tme5,td5
248,N. Woltemade,Na_Germany,Tc_Newcastle United,F_Right,Bp_ST,Bt_Lean,a4,o5,h5,w5,v5,ta5,ts5,tm4,tp5,tme5,td2
249,P. Hincapié,Na_Ecuador,Tc_Arsenal,F_Left,Bp_CB,Bt_Normal,a4,o5,h4,w4,v5,ta5,ts5,tm5,tp5,tme5,td5
250,M. Cho,Na_France,Tc_OGC Nice,F_Left,Bp_LM,Bt_Normal,a2,o5,h3,w1,v5,ta5,ts5,tm5,tp5,tme4,td1
251,L. Gourna-Douath,Na_France,Tc_Le Havre AC,F_Right,Bp_CDM,Bt_Normal,a2,o4,h4,w5,v5,ta4,ts4,tm4,tp5,tme5,td5
252,Álex Baena,Na_Spain,Tc_Atlético Madrid,F_Right,Bp_CAM,Bt_Lean,a4,o5,h1,w2,v5,ta5,ts5,tm5,tp5,tme5,td5
253,L. Pirola,Na_Italy,Tc_Olympiacos FC,F_Left,Bp_CB,Bt_Normal,a4,o5,h4,w4,v5,ta4,ts4,tm4,tp5,tme4,td5
254,Y. Ayari,Na_Sweden,Tc_Brighton & Hove Albion,F_Right,Bp_CM,Bt_Lean,a2,o5,h1,w1,v5,ta5,ts5,tm5,tp5,tme5,td5
255,M. Braunöder,Na_Austria,Tc_SSC Bari,F_Right,Bp_RWB,Bt_Lean,a4,o4,h1,w1,v5,ta4,ts5,tm5,tp4,tme5,td5
256,M. Sangaré,Na_Mali,Tc_RC Lens,F_Left,Bp_CM,Bt_Lean,a4,o5,h3,w2,v5,ta5,ts5,tm5,tp5,tme5,td5
257,R. Højlund,Na_Denmark,Tc_Napoli,F_Left,Bp_ST,Bt_Normal,a3,o5,h5,w4,v5,ta5,ts5,tm5,tp5,tme5,td2
258,N. Eile,Na_Sweden,Tc_Bristol City,F_Right,Bp_CB,Bt_Normal,a3,o4,h5,w5,v5,ta1,ts2,tm2,tp3,tme3,td5
259,Alvyn Sanches,Na_Switzerland,Tc_BSC Young Boys,F_Left,Bp_LM,Bt_Lean,a3,o5,h3,w1,v5,ta5,ts5,tm5,tp4,tme5,td5
260,J. Bos,Na_Australia,Tc_Feyenoord,F_Left,Bp_LM,Bt_Normal,a3,o5,h2,w5,v5,ta5,ts5,tm5,tp5,tme5,td5
261,Lee Han Beom,Na_Korea Republic,Tc_FC Midtjylland,F_Right,Bp_CB,Bt_Normal,a4,o5,h5,w5,v5,ta2,ts2,tm3,tp3,tme4,td5
262,A. Scott,Na_England,Tc_AFC Bournemouth,F_Right,Bp_CM,Bt_Lean,a2,o5,h2,w1,v5,ta5,ts5,tm5,tp5,tme5,td5
263,M. Baturina,Na_Croatia,Tc_Como,F_Right,Bp_CAM,Bt_Normal,a3,o5,h1,w1,v5,ta5,ts5,tm5,tp5,tme5,td5
264,E. Bitshiabu,Na_France,Tc_RB Leipzig,F_Left,Bp_CB,Bt_Stocky,a2,o5,h5,w5,v5,ta3,ts3,tm2,tp4,tme4,td5
265,Y. Kechta,Na_Morocco,Tc_Le Havre AC,F_Left,Bp_CM,Bt_Lean,a4,o5,h1,w1,v5,ta5,ts5,tm4,tp4,tme5,td5
266,R. Roefs,Na_Netherlands,Tc_Sunderland,F_Left,Bp_GK,Bt_Lean,a3,o5,h5,w2,v5,ta1,ts1,tm1,tp1,tme1,td1
267,J. Urbig,Na_Germany,Tc_FC Bayern München,F_Right,Bp_GK,Bt_Normal,a2,o5,h5,w5,v5,ta1,ts1,tm1,tp1,tme1,td1
268,J. Bakayoko,Na_Belgium,Tc_RB Leipzig,F_Left,Bp_CAM,Bt_Normal,a3,o5,h2,w4,v5,ta5,ts5,tm5,tp5,tme4,td2
269,Geny Catamo,Na_Mozambique,Tc_Sporting CP,F_Left,Bp_CAM,Bt_Lean,a4,o5,h1,w2,v5,ta5,ts5,tm5,tp5,tme5,td5
270,M. Perrone,Na_Argentina,Tc_Como,F_Left,Bp_CM,Bt_Lean,a3,o5,h2,w1,v5,ta4,ts5,tm5,tp4,tme5,td5
271,M. Backhaus,Na_Germany,Tc_SV Werder Bremen,F_Right,Bp_GK,Bt_Lean,a2,o5,h5,w5,v5,ta1,ts1,tm1,tp1,tme1,td1
272,F. Miretti,Na_Italy,Tc_Juventus,F_Right,Bp_CM,Bt_Normal,a2,o5,h2,w2,v5,ta5,ts5,tm5,tp5,tme5,td5
273,D. Coppola,Na_Italy,Tc_Paris FC,F_Right,Bp_CB,Bt_Normal,a2,o5,h5,w4,v5,ta3,ts3,tm1,tp4,tme4,td5
274,K. Koulierakis,Na_Greece,Tc_VfL Wolfsburg,F_Left,Bp_CB,Bt_Normal,a2,o5,h4,w4,v5,ta3,ts4,tm3,tp5,tme4,td5
275,Gabriel Sara,Na_Brazil,Tc_Galatasaray SK,F_Left,Bp_CAM,Bt_Stocky,a5,o5,h2,w4,v5,ta5,ts5,tm5,tp5,tme5,td5
276,Gustavo Sá,Na_Portugal,Tc_Famalicão,F_Right,Bp_CAM,Bt_Normal,a2,o5,h5,w5,v5,ta5,ts5,tm5,tp5,tme5,td5
277,Gabriel Silva,Na_Brazil,Tc_Santa Clara,F_Right,Bp_RM,Bt_Normal,a4,o5,h2,w1,v5,ta5,ts5,tm5,tp5,tme4,td2
278,D. Beljo,Na_Croatia,Tc_Dinamo Zagreb,F_Left,Bp_ST,Bt_Lean,a4,o5,h5,w5,v5,ta5,ts4,tm2,tp5,tme4,td2
279,E. Nwaneri,Na_England,Tc_Olympique de Marseille,F_Left,Bp_LM,Bt_Normal,a1,o5,h2,w3,v5,ta5,ts5,tm5,tp4,tme5,td3
280,C. Baleba,Na_Cameroon,Tc_Brighton & Hove Albion,F_Left,Bp_CDM,Bt_Normal,a2,o5,h3,w4,v5,ta5,ts5,tm5,tp5,tme5,td5
281,Endrick,Na_Brazil,Tc_Olympique Lyonnais,F_Left,Bp_ST,Bt_Stocky,a1,o5,h1,w1,v5,ta5,ts5,tm5,tp5,tme5,td2
282,Joel Roca,Na_Spain,Tc_Girona FC,F_Right,Bp_CAM,Bt_Lean,a2,o5,h2,w2,v5,ta5,ts5,tm5,tp5,tme5,td3
283,João Neves,Na_Portugal,Tc_Paris Saint-Germain,F_Right,Bp_CM,Bt_Normal,a2,o5,h1,w1,v5,ta5,ts5,tm5,tp5,tme5,td5
284,G. Puerta,Na_Colombia,Tc_Racing Santander,F_Right,Bp_CDM,Bt_Normal,a2,o5,h1,w2,v5,ta5,ts5,tm4,tp5,tme5,td5
285,K. Ouattara,Na_France,Tc_AS Monaco,F_Left,Bp_LB,Bt_Lean,a2,o5,h2,w3,v5,ta4,ts4,tm5,tp4,tme4,td5
286,O. Gloukh,Na_Israel,Tc_Ajax,F_Right,Bp_CAM,Bt_Normal,a2,o5,h1,w1,v5,ta5,ts5,tm5,tp4,tme4,td2
287,M. Diakhon,Na_France,Tc_Club Brugge KV,F_Right,Bp_CAM,Bt_Lean,a1,o5,h2,w3,v5,ta5,ts5,tm5,tp4,tme4,td2
288,A. Vergara,Na_Italy,Tc_Napoli,F_Left,Bp_LM,Bt_Normal,a3,o4,h4,w4,v5,ta5,ts5,tm4,tp4,tme4,td2
289,E. Kamga,Na_Germany,Tc_1. FC Kaiserslautern,F_Right,Bp_GK,Bt_Lean,a1,o2,h5,w5,v3,ta1,ts1,tm1,tp1,tme1,td1
290,Wesley,Na_Brazil,Tc_Roma,F_Right,Bp_RM,Bt_Normal,a2,o5,h2,w3,v5,ta5,ts5,tm5,tp5,tme5,td5
291,R. Ngumoha,Na_England,Tc_Liverpool,F_Right,Bp_CAM,Bt_Normal,a1,o5,h1,w1,v5,ta4,ts5,tm5,tp4,tme4,td2
292,P. Reulen,Na_Netherlands,Tc_NAC Breda,F_Right,Bp_ST,Bt_Lean,a1,o2,h2,w2,v3,ta3,ts3,tm4,tp4,tme4,td1
293,N. Fernandez,Na_Belgium,Tc_PSV,F_Left,Bp_CAM,Bt_Normal,a1,o2,h2,w1,v3,ta4,ts5,tm3,tp3,tme4,td4
294,S. Mfuni,Na_England,Tc_Watford,F_Left,Bp_CB,Bt_Lean,a1,o4,h4,w3,v4,ta3,ts3,tm4,tp3,tme2,td5
295,D. Mukasa,Na_England,Tc_Leicester City,F_Left,Bp_CAM,Bt_Lean,a1,o4,h2,w2,v5,ta5,ts5,tm4,tp4,tme5,td4
296,A. Ouazane,Na_Morocco,Tc_Ajax,F_Right,Bp_RM,Bt_Lean,a1,o3,h4,w3,v4,ta3,ts5,tm3,tp3,tme3,td3
297,J. Zinhagel,Na_Netherlands,Tc_Feyenoord,F_Right,Bp_RM,Bt_Lean,a1,o2,h1,w2,v3,ta3,ts3,tm4,tp2,tme1,td2
298,23G. Bale,Na_Wales,Tc_Los Angeles FC,F_Left,Bp_ST,Bt_Unique,a5,o5,h4,w5,v5,ta5,ts5,tm5,tp5,tme5,td3
299,I. Perišić,Na_Croatia,Tc_PSV,F_Right,Bp_LW,Bt_Lean,a5,o5,h4,w4,v5,ta5,ts5,tm5,tp5,tme5,td5
300,R. Lewandowski,Na_Poland,Tc_FC Barcelona,F_Right,Bp_ST,Bt_Unique,a5,o5,h4,w5,v5,ta5,ts5,tm5,tp5,tme5,td2
301,23Hugo Mallo,Na_Spain,Tc_RC Celta,F_Right,Bp_RB,Bt_Normal,a5,o5,h1,w1,v5,ta4,ts4,tm4,tp5,tme4,td5
302,25L. Bacuna,Na_Curacao,Tc_FC Groningen,F_Right,Bp_RB,Bt_Normal,a5,o4,h2,w4,v3,ta5,ts5,tm5,tp5,tme5,td4
303,G. Hanley,Na_Scotland,Tc_Hibernian,F_Right,Bp_CB,Bt_Stocky,a5,o5,h4,w5,v3,ta2,ts2,tm1,tp3,tme3,td5
304,24F. Brown Forbes,Na_Costa Rica,Tc_East Bengal FC,F_Right,Bp_ST,Bt_Normal,a5,o4,h4,w5,v3,ta5,ts3,tm4,tp5,tme5,td2
305,Casemiro,Na_Brazil,Tc_Manchester United,F_Right,Bp_CDM,Bt_Unique,a5,o5,h4,w5,v5,ta5,ts5,tm1,tp5,tme5,td5
306,H. Vanaken,Na_Belgium,Tc_Club Brugge KV,F_Right,Bp_CM,Bt_Lean,a5,o5,h5,w4,v5,ta5,ts5,tm1,tp5,tme5,td3
307,26Yoon Bit Garam,Na_Korea Republic,Tc_Suwon FC,F_Right,Bp_CM,Bt_Lean,a5,o4,h2,w3,v2,ta5,ts5,tm4,tp5,tme5,td4
308,M. Icardi,Na_Argentina,Tc_Galatasaray SK,F_Right,Bp_ST,Bt_Unique,a5,o5,h3,w4,v5,ta5,ts5,tm3,tp5,tme5,td2
309,23Lee Seung Gi,Na_Korea Republic,Tc_Jeonbuk Hyundai Motors,F_Right,Bp_CAM,Bt_Normal,a5,o4,h2,w1,v3,ta5,ts5,tm3,tp4,tme5,td3
310,18O. Vaněk,Na_Czechia,Tc_FC Ufa,F_Right,Bp_RM,Bt_Normal,a5,o5,h2,w2,v4,ta5,ts5,tm5,tp5,tme5,td4
311,J. Stones,Na_England,Tc_Manchester City,F_Right,Bp_CB,Bt_Lean,a5,o5,h4,w4,v5,ta5,ts5,tm4,tp5,tme5,td5
312,23Y. Ayoub,Na_Morocco,Tc_Excelsior,F_Left,Bp_CM,Bt_Normal,a5,o4,h1,w2,v3,ta5,ts5,tm3,tp4,tme5,td5
313,25D. Ndongala,Na_Congo DR,Tc_APOEL FC,F_Right,Bp_RM,Bt_Lean,a5,o5,h1,w1,v3,ta5,ts5,tm5,tp2,tme3,td2
314,J. Murphy,Na_England,Tc_Newcastle United,F_Right,Bp_RW,Bt_Normal,a5,o5,h2,w3,v5,ta5,ts5,tm5,tp5,tme5,td4
315,M. Kovačić,Na_Croatia,Tc_Manchester City,F_Right,Bp_CM,Bt_Normal,a5,o5,h2,w4,v5,ta5,ts5,tm5,tp5,tme5,td5
316,B. Mechele,Na_Belgium,Tc_Club Brugge KV,F_Right,Bp_CB,Bt_Normal,a5,o5,h5,w4,v5,ta4,ts3,tm2,tp4,tme4,td5
